2048020	1
1949710	2
2015241	3
2015234	4
2015232	5
2031616	6
1916985	7
1949755	8
1916981	9
1916982	10
1966127	11
2048046	12
1949742	13
1949732	14
2031653	15
1949788	16
1949791	17
1966172	18
2015325	19
1949785	20
2048091	21
2015323	22
2031706	23
1949787	24
2031705	25
2048089	26
2031704	27
2015314	28
2031697	29
2048080	30
1949773	31
2048077	32
1949774	33
2031692	34
2048075	35
2048065	36
2031680	37
2015356	38
2015357	39
2015355	40
2031737	41
1949812	42
1949808	43
2048112	44
1949804	45
2048107	46
2064488	47
1949797	48
1966180	49
2048101	50
1966179	51
1966176	52
2048097	53
1949794	54
2064542	55
2064540	56
2015383	57
2048150	58
1949846	59
1949836	60
2048142	61
2048139	62
2048138	63
1949829	64
1949828	65
2015367	66
2048134	67
1949831	68
1949824	69
1966211	70
2015422	71
2064571	72
1949882	73
2015417	74
1949877	75
2048182	76
2064564	77
1949875	78
2064556	79
2064553	80
2064549	81
1966242	82
1966243	83
2064545	84
2064607	85
2048222	86
2064606	87
1966300	88
2048221	89
1966301	90
1966296	91
2031832	92
2048213	93
1966293	94
2031828	95
2048210	96
2048208	97
2015438	98
1966287	99
2015436	100
2015437	101
2015435	102
2031818	103
2031817	104
1949893	105
2048199	106
2064581	107
1966274	108
2048195	109
1949891	110
2015424	111
2064577	112
2048192	113
2064576	114
2031871	115
2031870	116
2048249	117
1949940	118
2031862	119
2048236	120
1949929	121
2031849	122
2048233	123
1966313	124
1949927	125
2048227	126
1966305	127
2064669	128
2064665	129
1949974	130
1949964	131
2064654	132
2031881	133
2048265	134
1949962	135
2048263	136
1966340	137
2031875	138
1949952	139
1966339	140
2064703	141
1966390	142
2064695	143
1966388	144
1966389	145
1966386	146
1966387	147
2064688	148
1949996	149
1966380	150
2064682	151
2031907	152
2064674	153
2064673	154
1949986	155
1966369	156
1950044	157
2064734	158
1950047	159
2064733	160
2064726	161
2064716	162
2064714	163
2064712	164
2064709	165
1950077	166
2015615	167
1950079	168
1950078	169
2015613	170
2064761	171
2064759	172
1950068	173
2064758	174
1950065	175
2064743	176
2015645	177
2015632	178
1950093	179
1950092	180
1950094	181
1950089	182
2064779	183
2015627	184
2064778	185
2015623	186
2064773	187
1950086	188
2015621	189
1950083	190
2015658	191
2015652	192
2015650	193
1950114	194
2015649	195
1950173	196
1950170	197
2032127	198
2032126	199
1950201	200
1999355	201
1999350	202
1950196	203
2032117	204
1950194	205
2015724	206
1950226	207
1950220	208
1950223	209
1999372	210
2015756	211
1950222	212
1999373	213
2015754	214
1999371	215
1950219	216
1999368	217
2015750	218
2015751	219
1999361	220
2015804	221
2015778	222
2015779	223
2032222	224
2032221	225
1950274	226
2032235	227
2015846	228
2048701	229
1999580	230
1999581	231
1999559	232
1966975	233
1966972	234
2032525	235
1966989	236
1966986	237
2032516	238
1966979	239
1967039	240
1967025	241
1967020	242
1967011	243
2032604	244
2032602	245
1967060	246
1967051	247
2032584	248
2032580	249
1967043	250
2032636	251
2032630	252
1967088	253
2032625	254
1967086	255
2032617	256
2032616	257
1967077	258
2049055	259
2032668	260
2049046	261
2032660	262
2049043	263
2049040	264
2032653	265
2049029	266
2049028	267
2049027	268
2049074	269
2032676	270
2049094	271
2049088	272
2049147	273
2049145	274
2049142	275
2049140	276
2049123	277
2049170	278
2049166	279
2032831	280
2032829	281
2049206	282
2049205	283
2049202	284
1934557	285
2032860	286
1934555	287
2032855	288
1934551	289
2032848	290
2032840	291
2032839	292
2049218	293
2032893	294
1934590	295
2032892	296
1934577	297
1934576	298
1934568	299
2049257	300
1934564	301
1934619	302
1934618	303
1934615	304
1934609	305
1934608	306
2032913	307
2032903	308
2032900	309
2032897	310
1967421	311
2049338	312
1967414	313
1934641	314
2049329	315
2032944	316
2049328	317
2049320	318
2049317	319
2049314	320
2049312	321
2032990	322
1934687	323
2032988	324
2032983	325
2032982	326
2032976	327
1934667	328
2032969	329
2032962	330
2033023	331
2049406	332
1967484	333
1967483	334
2049391	335
2049388	336
1934696	337
2033002	338
1934689	339
2033050	340
1967512	341
2033044	342
2033038	343
2033037	344
2033034	345
2033033	346
2049417	347
2033032	348
2033031	349
2049415	350
2033026	351
2049410	352
2033024	353
2033085	354
1967545	355
2033078	356
1967541	357
1967536	358
1967535	359
2033064	360
2033060	361
1967523	362
1967521	363
2033104	364
2033099	365
2033095	366
1967556	367
2033092	368
1967555	369
2033089	370
1918461	371
1967615	372
2049523	373
2033137	374
1967596	375
1967593	376
2033126	377
2033123	378
2049567	379
2049566	380
1918495	381
1967629	382
1918473	383
1918471	384
2033154	385
1918467	386
2049599	387
2033210	388
2033209	389
1967671	390
2033203	391
1967667	392
2033202	393
1918499	394
1967648	395
2033242	396
2033241	397
2033239	398
2049623	399
2033228	400
1967686	401
2049607	402
1967687	403
1967685	404
2033277	405
2033272	406
2033270	407
1967717	408
2033251	409
1967713	410
2049694	411
1918617	412
2049687	413
1918615	414
2049685	415
1918608	416
2033294	417
1967754	418
1918600	419
2033290	420
1918602	421
1918597	422
2033283	423
2049665	424
2033280	425
2033339	426
2049720	427
1967798	428
2033335	429
1967788	430
1967780	431
2033317	432
1967776	433
1967838	434
2049759	435
2033371	436
2033355	437
2033353	438
2049735	439
2049731	440
1967811	441
2033346	442
1967863	443
1967850	444
2049771	445
2049770	446
2033379	447
2033378	448
1967840	449
1967841	450
1918749	451
1918741	452
1918742	453
1918738	454
1967881	455
2033471	456
1918777	457
2033467	458
2033463	459
1918761	460
1918762	461
1918759	462
1967966	463
2033498	464
2049879	465
2033492	466
2049876	467
2033491	468
2049874	469
2033489	470
2033486	471
2033483	472
2033482	473
1918843	474
1918837	475
2033516	476
1967978	477
1967977	478
1967973	479
1918861	480
1918863	481
2033549	482
1918851	483
1918904	484
1918902	485
2033584	486
1968046	487
1968038	488
1918884	489
2033623	490
1968084	491
2033621	492
1968085	493
2050003	494
1918926	495
1918921	496
2066379	497
2066377	498
2033607	499
2033606	500
2033601	501
1918973	502
1918968	503
2066425	504
1918970	505
2066422	506
2066421	507
1918966	508
2066420	509
1918961	510
2050034	511
1951731	512
2066413	513
1951720	514
2066408	515
1951775	516
1951769	517
1918997	518
2050070	519
1918993	520
2050067	521
1951753	522
2050059	523
1951754	524
2066440	525
1918977	526
1918979	527
2066433	528
1918978	529
2033720	530
2000948	531
1951785	532
1951787	533
1951778	534
2033757	535
2050135	536
2000980	537
2050132	538
1968208	539
1968206	540
1968204	541
2050125	542
1968202	543
1968200	544
1968201	545
2050120	546
2050119	547
1951812	548
2050118	549
2033730	550
2001023	551
2001014	552
1968247	553
1951862	554
1951858	555
2050155	556
1951848	557
2001001	558
2001053	559
2050203	560
2001046	561
1968272	562
1968261	563
2001027	564
2033853	565
2033852	566
2033848	567
1968310	568
1951927	569
2033845	570
1968306	571
2033843	572
1968307	573
1951923	574
2050222	575
1968301	576
1951913	577
2050219	578
1968297	579
1951909	580
1951911	581
2050213	582
1951905	583
2050210	584
1968289	585
2050256	586
2033871	587
2050255	588
2050252	589
2050250	590
1951946	591
2033863	592
2033861	593
2050245	594
2033860	595
2033859	596
2050242	597
1968378	598
2033914	599
2033912	600
1919221	601
1968374	602
1968369	603
2033903	604
1968367	605
1968360	606
1968354	607
1968355	608
1968414	609
1968415	610
2050333	611
1968413	612
1968403	613
2001168	614
2050318	615
2050316	616
1968395	617
2001163	618
1968390	619
2001158	620
1919238	621
1968445	622
1919287	623
1968436	624
2050356	625
2050354	626
1919282	627
1919277	628
1919279	629
2050345	630
1968416	631
1919325	632
1919317	633
2034004	634
2050383	635
2033997	636
2033992	637
2033991	638
1919300	639
2050371	640
1968511	641
2050427	642
1919355	643
1919345	644
1919341	645
2034029	646
1919342	647
2050412	648
2050410	649
2001257	650
2050408	651
1919389	652
1919384	653
2034074	654
1968537	655
2050445	656
1919369	657
2050443	658
2001291	659
2050437	660
2001282	661
2001281	662
2034048	663
1952191	664
2050489	665
1952183	666
2050485	667
2001324	668
2034093	669
2050473	670
2050472	671
2034082	672
2001374	673
1968602	674
2001370	675
1968595	676
1919443	677
2050510	678
2050509	679
2001357	680
2034124	681
2001355	682
1952197	683
1952198	684
1919425	685
1919427	686
1968638	687
2034175	688
2001402	689
1968618	690
2001432	691
2050585	692
2034200	693
2050581	694
2001426	695
1968656	696
1968655	697
2034190	698
1919497	699
1968650	700
1919499	701
2034184	702
2034183	703
1968647	704
2050566	705
1968641	706
2001468	707
1968699	708
2050615	709
2001457	710
2050608	711
1968686	712
2001454	713
2050601	714
1968678	715
2050599	716
1968679	717
2001447	718
1968676	719
2001444	720
1968672	721
1968732	722
2050652	723
1919576	724
2001499	725
2001492	726
1968722	727
2001490	728
2001491	729
1919570	730
2050637	731
1919563	732
1919557	733
1919556	734
1968708	735
1968707	736
1968705	737
2001535	738
2001532	739
1985145	740
2001524	741
1985139	742
1985137	743
2001518	744
1985133	745
1968747	746
1985131	747
1919594	748
1985127	749
1919591	750
2050660	751
1968798	752
2001566	753
2034334	754
1968794	755
2001562	756
1968790	757
2001559	758
1968783	759
2034316	760
1968830	761
1968828	762
2050747	763
2050741	764
2034355	765
1968819	766
1968815	767
1968813	768
2001581	769
2034346	770
2034345	771
1968863	772
1968858	773
2001623	774
1968852	775
2001620	776
2001617	777
1968847	778
2050766	779
1968843	780
1968841	781
1968836	782
1985218	783
2067138	784
1968833	785
1985277	786
1985275	787
2034424	788
1968881	789
2034413	790
1968875	791
2001643	792
1968871	793
1968925	794
1985298	795
1985296	796
1985297	797
1985295	798
2034446	799
1985292	800
2034445	801
2001674	802
2034443	803
1985288	804
1985289	805
2034435	806
1985283	807
1968896	808
2034494	809
2001723	810
1968953	811
2034488	812
1968950	813
2034486	814
2034485	815
1968949	816
2034481	817
1968942	818
1968938	819
2034469	820
1968929	821
2001759	822
2034523	823
1985371	824
2001755	825
2034521	826
1985366	827
2001751	828
1968981	829
2001749	830
2034514	831
1985361	832
1968975	833
2001741	834
1985348	835
2034498	836
1985405	837
1969019	838
2034554	839
1985401	840
1969015	841
1969013	842
2034547	843
1969008	844
2001776	845
2034545	846
2001774	847
2001775	848
2001772	849
2034541	850
2034540	851
2001768	852
2001764	853
1968997	854
2034532	855
1985432	856
2034576	857
1985420	858
1985418	859
1969033	860
2034565	861
2050949	862
1985408	863
2050945	864
1985471	865
2001852	866
1985466	867
1985467	868
2001846	869
2001840	870
2001839	871
1969066	872
2001834	873
1985451	874
1969064	875
1985448	876
1985449	877
2034599	878
1969060	879
2034597	880
1985502	881
2001887	882
2034654	883
1969116	884
1969117	885
2034651	886
1969113	887
2034647	888
1985492	889
2034645	890
2001874	891
1985489	892
2034636	893
1969098	894
2034630	895
2034628	896
1985472	897
1969089	898
1985473	899
2001916	900
2001915	901
2001910	902
2001906	903
2034675	904
2034674	905
1969126	906
1985508	907
1969121	908
2034656	909
1985565	910
1969177	911
1969172	912
2051092	913
2051084	914
1985542	915
1903620	916
1969159	917
1985540	918
2001982	919
2034750	920
2034749	921
2034748	922
2001978	923
2001976	924
2001974	925
2034743	926
2034742	927
2001972	928
2034740	929
1969200	930
2034736	931
1985578	932
1985579	933
2001963	934
2034730	935
2034727	936
2034724	937
1985568	938
2001952	939
2051104	940
2002008	941
1985622	942
1985623	943
1985616	944
2002000	945
1985617	946
1985615	947
2001994	948
2001995	949
1985609	950
1985606	951
1985600	952
2034815	953
2002045	954
2002039	955
2002036	956
1985653	957
1969264	958
2002030	959
2002028	960
1985641	961
2002025	962
2034791	963
2002018	964
1985695	965
2002073	966
1985687	967
2002071	968
1985684	969
1985682	970
2002060	971
2034829	972
1985677	973
2034823	974
1985669	975
2034817	976
1985727	977
1985725	978
2034874	979
2034873	980
1969332	981
1969331	982
2002094	983
2051247	984
2034861	985
2034860	986
1985704	987
2034857	988
2034854	989
1985699	990
2002080	991
2034911	992
2002143	993
2002141	994
1969371	995
2034904	996
2002134	997
2034903	998
2002132	999
1969361	1000
1969348	1001
1969349	1002
1985728	1003
2034880	1004
1985789	1005
1969402	1006
2034939	1007
2034936	1008
1985780	1009
2034933	1010
1985781	1011
2034931	1012
1985779	1013
1969392	1014
2034922	1015
2034920	1016
2002151	1017
2002148	1018
2002149	1019
2034916	1020
2002146	1021
1985823	1022
2051358	1023
1985818	1024
1985819	1025
1985817	1026
1985814	1027
1985809	1028
1985806	1029
2002176	1030
2002238	1031
1985853	1032
1985851	1033
1920308	1034
1985844	1035
2034990	1036
1985836	1037
1920302	1038
1985837	1039
1985835	1040
1985831	1041
2002261	1042
1969490	1043
1969491	1044
2035025	1045
2002255	1046
2035022	1047
1985869	1048
1969483	1049
2035017	1050
2035012	1051
2002242	1052
2002241	1053
1969534	1054
1969535	1055
1985919	1056
1985914	1057
2035067	1058
2067835	1059
2035066	1060
2035065	1061
2067829	1062
2002283	1063
1985894	1064
1985892	1065
1985949	1066
2035100	1067
1969559	1068
1969552	1069
2035087	1070
1969551	1071
2035083	1072
1969543	1073
1969540	1074
2035077	1075
1969541	1076
1985920	1077
